-0.000000, 0.000000, 0.000000
-16.829698, -0.048272, 0.000000
-67.315986, -0.386164, 0.000000
-151.455126, -1.303273, 0.000000
-269.240886, -3.089150, 0.000000
-420.664542, -6.033285, 0.000000
-605.714880, -10.425079, 0.000000
-824.378195, -16.553828, 0.000000
-1076.638291, -24.708698, 0.000000
-1362.476485, -35.178705, 0.000000
-1681.871609, -48.252693, 0.000000
-2034.800005, -64.219314, 0.000000
-2421.235537, -83.367004, 0.000000
-2841.149584, -105.983965, 0.000000
-3294.511045, -132.358140, 0.000000
-3781.286345, -162.777195, 0.000000
-4301.439432, -197.528494, 0.000000
-4854.931782, -236.899082, 0.000000
-5441.722403, -281.175661, 0.000000
-6061.767838, -330.644568, 0.000000
-6715.022164, -385.591755, 0.000000
-7401.437002, -446.302771, 0.000000
-8120.961514, -513.062734, 0.000000
-8873.542414, -586.156315, 0.000000
-9659.123964, -665.867716, 0.000000
-10477.647985, -752.480648, 0.000000
-11329.053858, -846.278309, 0.000000
-12213.278527, -947.543367, 0.000000
-13130.256508, -1056.557934, 0.000000
-14079.919891, -1173.603548, 0.000000
-15062.198345, -1298.961154, 0.000000
-16077.019124, -1432.911079, 0.000000
-17124.307074, -1575.733011, 0.000000
-18203.984633, -1727.705984, 0.000000
-19315.971846, -1889.108353, 0.000000
-20460.186360, -2060.217772, 0.000000
-21636.543439, -2241.311177, 0.000000
-22844.955967, -2432.664765, 0.000000
-24085.334453, -2634.553970, 0.000000
-25357.587041, -2847.253446, 0.000000
-26661.619513, -3071.037048, 0.000000
-27997.335299, -3306.177808, 0.000000
-29364.635483, -3552.947914, 0.000000
-30763.418810, -3811.618696, 0.000000
-32193.581696, -4082.460599, 0.000000
-33655.018232, -4365.743169, 0.000000
-35147.620192, -4661.735027, 0.000000
-36671.277047, -4970.703854, 0.000000
-38225.875964, -5292.916370, 0.000000
-39811.301823, -5628.638310, 0.000000
-41427.437221, -5978.134414, 0.000000
-43074.162479, -6341.668395, 0.000000
-44751.355656, -6719.502929, 0.000000
-46458.892555, -7111.899634, 0.000000
-48196.646732, -7519.119045, 0.000000
-49964.489506, -7941.420602, 0.000000
-51762.289970, -8379.062627, 0.000000
-53589.914998, -8832.302303, 0.000000
-55447.229256, -9301.395660, 0.000000
-57334.095213, -9786.597553, 0.000000
-59250.373151, -10288.161643, 0.000000
-61195.921172, -10806.340379, 0.000000
-63170.595215, -11341.384979, 0.000000
-65174.249062, -11893.545412, 0.000000
-67206.734348, -12463.070378, 0.000000
-69267.900575, -13050.207293, 0.000000
-71357.595123, -13655.202266, 0.000000
-73475.663261, -14278.300084, 0.000000
-75621.948154, -14919.744192, 0.000000
-77796.290882, -15579.776679, 0.000000
-79998.530448, -16258.638253, 0.000000
-82228.503789, -16956.568231, 0.000000
-84486.045790, -17673.804516, 0.000000
-86770.989295, -18410.583580, 0.000000
-89083.165120, -19167.140450, 0.000000
-91422.402067, -19943.708687, 0.000000
-93788.526933, -20740.520368, 0.000000
-96181.364527, -21557.806073, 0.000000
-98600.737679, -22395.794867, 0.000000
-101046.467257, -23254.714277, 0.000000
-103518.372176, -24134.790285, 0.000000
-106016.269417, -25036.247303, 0.000000
-108539.974035, -25959.308161, 0.000000
-111089.299177, -26904.194088, 0.000000
-113664.056090, -27871.124698, 0.000000
-116264.054145, -28860.317972, 0.000000
-118889.100840, -29871.990243, 0.000000
-121539.001821, -30906.356178, 0.000000
-124213.560895, -31963.628764, 0.000000
-126912.580044, -33044.019294, 0.000000
-129635.859440, -34147.737347, 0.000000
-132383.197459, -35274.990774, 0.000000
-135154.390699, -36425.985686, 0.000000
-137949.233988, -37600.926434, 0.000000
-140767.520410, -38800.015596, 0.000000
-143609.041308, -40023.453964, 0.000000
-146473.586311, -41271.440524, 0.000000
-149360.943340, -42544.172449, 0.000000
